337,Сергей Гайворонский,TN,USD/RUB,62.50,4/28/2019,5/5/2019
338,Сергей Данилов,TROXX,USD/RUB,61.00,6/17/2019,12/30/2019
339,Сергей Дроздов,VIKRAM,USD/RUB,63.75,8/1/2019,9/30/2019
340,Сергей Дроздов,VIKRAM,USD/RUB,68.75,12/29/2018,1/30/2019
341,Сергей Карыхалин,VYNC,USD/RUB,67.00,12/29/2018,1/31/2019
342,Сергей Козловский,WIN,USD/RUB,67.00,2/18/2019,2/22/2019
343,Сергей Пикин,FIROJ,USD/RUB,63.00,8/4/2019, 30.08.2019
344,Сергей Романчук,WEBMAIL,USD/RUB,66.00,9/2/2019,9/15/2019
345,Сергей Суверов,SOUMITRA,USD/RUB,67.25,8/29/2019,12/30/2019
346,Сергей Суханов,SOUMITRA,USD/RUB,64.00,8/31/2019,12/30/2019
347,СМП Банк,LAHKOKBUCIN,USD/RUB,64.88,9/13/2019,9/20/2019
348,СМП Банк,LAHKOKBUCIN,USD/RUB,64.00,9/23/2019,9/29/2019
349,СМП Банк,LAHKOKBUCIN,USD/RUB,66.30,8/30/2019,9/6/2019
350,СМП Банк,LAHKOKBUCIN,USD/RUB,65.50,6/5/2019,6/7/2019
351,СМП Банк,LAHKOKBUCIN,USD/RUB,65.15, 07.06.2019, 14.06.2019
352,СМП Банк,LAHKOKBUCIN,USD/RUB,63.75,6/26/2019,6/28/2019
353,СМП Банк,LAHKOKBUCIN,USD/RUB,63.50,7/5/2019,7/12/2019
354,СМП Банк,LAHKOKBUCIN,USD/RUB,63.35,7/24/2019,7/26/2019
355,СМП Банк,LAHKOKBUCIN,USD/RUB,63.25, 01.08.2019, 02.08.2019
356,СМП Банк,LAHKOKBUCIN,USD/RUB,66.00, 23.08.2019, 30.08.2019
357,Степан Демура,HEYSELL,USD/RUB,82.00,8/9/2019,11/30/2019
358,Татьяна Евдокимова,TUHIN,USD/RUB,65.50,9/9/2019,9/15/2019
359,Татьяна Евдокимова,TUHIN,USD/RUB,67.00,9/22/2019,9/27/2019
360,Татьяна Евдокимова,TUHIN,USD/RUB,64.00,7/30/2019,8/2/2019
361,Татьяна Евдокимова,TUHIN,USD/RUB,62.50,12/18/2019,12/31/2019
362,Татьяна Евдокимова,TUHIN,EUR/USD,69.50,12/18/2019,12/31/2019
363,Тимур Нигматуллин,SSLOVER,USD/RUB,68.50,8/28/2019,7/11/1905
364,Тимур Нигматуллин,SSLOVER,USD/RUB,62.50,8/28/2019,7/11/1905
365,Тимур Нигматуллин,SSLOVER,USD/RUB,67.25,9/1/2016,9/30/2016
366,Тимур Нигматуллин,SSLOVER,USD/RUB,56.50,1/1/2018,12/31/2018
367,Финам,TIZI,USD/RUB,64.00,9/20/2019,9/20/2019
368,Финам,TIZI,USD/RUB,62.90,9/19/2019,9/30/2019
369,Финам,TIZI,USD/RUB,62.00,12/13/2019,12/20/2019
371,Фридом Финанс,SORRY,USD/RUB,73.00,12/12/2019,12/31/2020
372,Фридом Финанс,SORRY,EUR/RUB,74.00,12/12/2019,12/31/2020
373,Элвин Тан,HACKER,USD/RUB,1.25,1/3/2018,7/1/2018
374,Эрик де Бошам,VISHNU,USD/RUB,67.20,3/3/2019,3/31/2019
375,Эрик де Бошам,VISHNU,USD/RUB,65.50,4/29/2019,5/15/2019
376,Эрик де Бошам,VISHNU,USD/RUB,65.25,3/28/2019,4/30/2019
377,Эрик де Бошам,VISHNU,USD/RUB,67.00,8/14/2019,11/25/2019
378,Эрик де Бошам,VISHNU,USD/RUB,68.75,12/29/2018,1/31/2019
379,Эрик де Бошам,VISHNU,EUR/RUB,74.50,8/14/2019,11/30/2019
380,Юрий Кравченко,LEGEND,USD/RUB,66.00,10/14/2016,12/30/2016
381,Юрий Кравченко,LEGEND,USD/RUB,63.00,7/12/2019,7/26/2019
382,Юрий Кравченко,LEGEND,USD/RUB,65.80,3/6/2019,3/8/2019
383,Юрий Кравченко,LEGEND,USD/RUB,40.60,10/7/2014,12/31/2014
384,Юрий Попов,KATHERINE,USD/RUB,67.00,10/11/2019,12/30/2019
385,Ярослав Косатый,SUPRITHA,USD/RUB,69.00,8/7/2019,12/30/2019
386,Bank of America Merrill Lynch,GAS,EUR/USD,1.10,8/27/2019,10/30/2019
387,Bank of America Merrill Lynch,GAS,EUR/USD,1.08,8/27/2019,12/30/2019
388,Barclays Capital RBK,AE,USD/RUB,68.00,5/15/2019,6/30/2019
389,Barclays Capital RBK,AE,USD/RUB,67.00,5/15/2019,12/31/2019
390,BELINVESTOR,AERO,USD/RUB,57.70,4/30/2017,5/3/2017
391,BELINVESTOR,AERO,USD/RUB,55.50,5/3/2017,5/5/2017
392,BELINVESTOR,AERO,USD/RUB,66.65,10/2/2019,10/3/2019
393,Bloomberg RBK,KING,USD/RUB,65.50,5/15/2019,12/31/2019
394,BofA,CORDLESS,USD/RUB,66.00,8/22/2019,12/30/2019
395,Citi,REHAN,USD/RUB,63.00, 17.09.2019,10/15/2019
396,Citi,REHAN,USD/RUB,65.00, 17.09.2019,12/30/2019
397,FxPro,SKSABIR,USD/RUB,70.00,8/21/2019,9/15/2019
398,FxPro,SKSABIR,USD/RUB,64.13, 16.09.2019, 1.10.2019
399,FxPro,SKSABIR,USD/RUB,63.50, 15.12.2019, 31.12.2019
400,InvestFuture,IND,USD/RUB,68.00,8/16/2019,12/30/2019
401,Lloyds,INDICE,USD/RUB,62.70,9/9/2019,9/9/2020
402,Lloyds,INDICE,USD/RUB,64.50,9/9/2019,10/10/2019
403,Morgan Stanley,MS,USD/RUB,66.00,9/2/2019,9/1/2019
404,ProFinance.ru,DO,USD/RUB,64.25,8/5/2019,12/31/2019
405,Sberbank CIB,RACHIT,USD/RUB,65.50,9/9/2019,9/19/2019
406,Sberbank CIB,RACHIT,USD/RUB,64.00,9/9/2019,9/30/2019
407,Sberbank CIB,RACHIT,EUR/RUB,73.19,9/2/2019,12/30/2019
408,Sberbank CIB,RACHIT,USD/RUB,64.00,10/15/2019,10/18/2019
409,Sberbank CIB,RACHIT,USD/RUB,63.70,10/17/2019,10/17/2019
410,Sberbank CIB,RACHIT,USD/RUB,63.00,12/17/2019,12/31/2019
411,Sberbank CIB,RACHIT,USD/RUB,60.00,12/17/2019,2/15/2020
412,torforex.com,NATI,USD/RUB,68.05,8/19/2019,8/20/2019
